entry_date,title,artist,peak,peak_date,weeks_top_ten,year,spotify_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
November 16,"""Whos Making Love""",Johnnie Taylor,5,December 7,8,1968,spotify:track:2DxX9x7Cmywikp14l1YUdk,0.79,0.349,10.0,-13.265,1.0,0.065,0.206,0.0,0.168,0.696,115.365,audio_features,2DxX9x7Cmywikp14l1YUdk,spotify:track:2DxX9x7Cmywikp14l1YUdk,https://api.spotify.com/v1/tracks/2DxX9x7Cmywikp14l1YUdk,https://api.spotify.com/v1/audio-analysis/2DxX9x7Cmywikp14l1YUdk,166067.0,4.0
November 30,"""For Once in My Life""",Stevie Wonder,2,December 28,8,1968,spotify:track:4kP69y3GKHi9tXckfgp4bK,0.524,0.519,6.0,-11.903,1.0,0.043,0.195,0.0,0.523,0.847,110.121,audio_features,4kP69y3GKHi9tXckfgp4bK,spotify:track:4kP69y3GKHi9tXckfgp4bK,https://api.spotify.com/v1/tracks/4kP69y3GKHi9tXckfgp4bK,https://api.spotify.com/v1/audio-analysis/4kP69y3GKHi9tXckfgp4bK,169800.0,4.0
December 7,"""I Heard It Through the Grapevine""",Marvin Gaye,1,December 14,11,1968,spotify:track:1tqT6DhmsrtQgyCKUwotiw,0.711,0.362,3.0,-10.851,0.0,0.0381,0.272,0.0,0.127,0.616,117.287,audio_features,1tqT6DhmsrtQgyCKUwotiw,spotify:track:1tqT6DhmsrtQgyCKUwotiw,https://api.spotify.com/v1/tracks/1tqT6DhmsrtQgyCKUwotiw,https://api.spotify.com/v1/audio-analysis/1tqT6DhmsrtQgyCKUwotiw,194293.0,4.0
December 7,"""Stormy""",Classics IV,5,December 28,5,1968,spotify:track:0Dn130TEDADOUN6TrZSpLr,0.721,0.352,4.0,-13.189,0.0,0.0322,0.759,0.133,0.138,0.826,120.216,audio_features,0Dn130TEDADOUN6TrZSpLr,spotify:track:0Dn130TEDADOUN6TrZSpLr,https://api.spotify.com/v1/tracks/0Dn130TEDADOUN6TrZSpLr,https://api.spotify.com/v1/audio-analysis/0Dn130TEDADOUN6TrZSpLr,167893.0,4.0
December 14,"""I Love How You Love Me""",Bobby Vinton,9,December 14,4,1968,spotify:track:6wceQSqQDvdcw0cMNKdp7s,0.193,0.159,5.0,-16.723,1.0,0.0317,0.475,0.000159,0.172,0.24,152.783,audio_features,6wceQSqQDvdcw0cMNKdp7s,spotify:track:6wceQSqQDvdcw0cMNKdp7s,https://api.spotify.com/v1/tracks/6wceQSqQDvdcw0cMNKdp7s,https://api.spotify.com/v1/audio-analysis/6wceQSqQDvdcw0cMNKdp7s,150067.0,3.0
December 21,"""Both Sides, Now""",Judy Collins,8,December 21,1,1968,spotify:track:2xSfwtV4mUr2h63Q1zJH58,0.352,0.3,8.0,-9.282,1.0,0.0301,0.413,0.0,0.1,0.295,58.686,audio_features,2xSfwtV4mUr2h63Q1zJH58,spotify:track:2xSfwtV4mUr2h63Q1zJH58,https://api.spotify.com/v1/tracks/2xSfwtV4mUr2h63Q1zJH58,https://api.spotify.com/v1/audio-analysis/2xSfwtV4mUr2h63Q1zJH58,195840.0,4.0
November 23,"""Wichita Lineman""",Glen Campbell,3,January 11,9,1969,spotify:track:6V9VCm1zOY2lGR80RehJ9i,0.192,0.392,5.0,-11.667,1.0,0.0328,0.326,0.000199,0.248,0.391,172.312,audio_features,6V9VCm1zOY2lGR80RehJ9i,spotify:track:6V9VCm1zOY2lGR80RehJ9i,https://api.spotify.com/v1/tracks/6V9VCm1zOY2lGR80RehJ9i,https://api.spotify.com/v1/audio-analysis/6V9VCm1zOY2lGR80RehJ9i,186200.0,4.0
December 28,"""Im Gonna Make You Love Me""",Diana Ross & the Supremes and The Temptations,2,January 11,8,1969,spotify:track:3Rhxe6P1im82NFVkt9X2qZ,0.635,0.393,10.0,-11.894,1.0,0.0428,0.394,0.0,0.255,0.427,98.332,audio_features,3Rhxe6P1im82NFVkt9X2qZ,spotify:track:3Rhxe6P1im82NFVkt9X2qZ,https://api.spotify.com/v1/tracks/3Rhxe6P1im82NFVkt9X2qZ,https://api.spotify.com/v1/audio-analysis/3Rhxe6P1im82NFVkt9X2qZ,187333.0,4.0
December 28,"""Cloud Nine""",The Temptations,6,January 4,3,1969,spotify:track:1A8gqfrso63AC4XVW6DTTw,0.736,0.45,7.0,-14.104,1.0,0.0583,0.354,0.0,0.0689,0.82,118.042,audio_features,1A8gqfrso63AC4XVW6DTTw,spotify:track:1A8gqfrso63AC4XVW6DTTw,https://api.spotify.com/v1/tracks/1A8gqfrso63AC4XVW6DTTw,https://api.spotify.com/v1/audio-analysis/1A8gqfrso63AC4XVW6DTTw,211693.0,4.0
January 4,"""Soulful Strut""",Young-Holt Unlimited,3,January 18,5,1969,spotify:track:6v8mOtpRlXbG3BOauqPRHC,0.671,0.658,10.0,-9.203,1.0,0.0336,0.601,0.234,0.055,0.961,89.698,audio_features,6v8mOtpRlXbG3BOauqPRHC,spotify:track:6v8mOtpRlXbG3BOauqPRHC,https://api.spotify.com/v1/tracks/6v8mOtpRlXbG3BOauqPRHC,https://api.spotify.com/v1/audio-analysis/6v8mOtpRlXbG3BOauqPRHC,181067.0,4.0
January 4,"""Hooked on a Feeling""",B. J. Thomas,5,January 11,5,1969,spotify:track:75HYhujFXgY5ugYwT1azLC,0.347,0.476,9.0,-10.121,1.0,0.0312,0.401,0.0,0.124,0.54,129.652,audio_features,75HYhujFXgY5ugYwT1azLC,spotify:track:75HYhujFXgY5ugYwT1azLC,https://api.spotify.com/v1/tracks/75HYhujFXgY5ugYwT1azLC,https://api.spotify.com/v1/audio-analysis/75HYhujFXgY5ugYwT1azLC,166520.0,4.0
January 11,"""Crimson and Clover""",Tommy James and the Shondells,1,February 1,11,1969,spotify:track:1qTfHUVPsZTnrmvwQrAQdW,0.405,0.592,11.0,-12.309,1.0,0.0698,0.262,0.021,0.166,0.659,82.736,audio_features,1qTfHUVPsZTnrmvwQrAQdW,spotify:track:1qTfHUVPsZTnrmvwQrAQdW,https://api.spotify.com/v1/tracks/1qTfHUVPsZTnrmvwQrAQdW,https://api.spotify.com/v1/audio-analysis/1qTfHUVPsZTnrmvwQrAQdW,208667.0,4.0
January 18,"""Worst That Could Happen""",The Brooklyn Bridge,3,February 1,7,1969,spotify:track:3iMT1UUS5a9bjPWYB1HnJ6,0.32,0.364,0.0,-12.954,1.0,0.031,0.747,0.0,0.0736,0.271,79.133,audio_features,3iMT1UUS5a9bjPWYB1HnJ6,spotify:track:3iMT1UUS5a9bjPWYB1HnJ6,https://api.spotify.com/v1/tracks/3iMT1UUS5a9bjPWYB1HnJ6,https://api.spotify.com/v1/audio-analysis/3iMT1UUS5a9bjPWYB1HnJ6,189507.0,4.0
January 18,"""Touch Me""",The Doors,3,February 15,8,1969,spotify:track:4BVE5tIIpYabZcYCbephNW,0.425,0.903,1.0,-4.801,1.0,0.0732,0.405,0.0128,0.117,0.769,108.748,audio_features,4BVE5tIIpYabZcYCbephNW,spotify:track:4BVE5tIIpYabZcYCbephNW,https://api.spotify.com/v1/tracks/4BVE5tIIpYabZcYCbephNW,https://api.spotify.com/v1/audio-analysis/4BVE5tIIpYabZcYCbephNW,190253.0,4.0
January 18,"""Son of a Preacher Man""",Dusty Springfield,10,January 18,2,1969,spotify:track:7odHgoLFi3GQ90E9PeraI3,0.401,0.498,4.0,-10.682,1.0,0.0757,0.394,0.0,0.13,0.816,181.701,audio_features,7odHgoLFi3GQ90E9PeraI3,spotify:track:7odHgoLFi3GQ90E9PeraI3,https://api.spotify.com/v1/tracks/7odHgoLFi3GQ90E9PeraI3,https://api.spotify.com/v1/audio-analysis/7odHgoLFi3GQ90E9PeraI3,149160.0,4.0
January 25,"""Everyday People""",Sly and the Family Stone,1,February 15,9,1969,spotify:track:4ZVZBc5xvMyV3WzWktn8i7,0.807,0.497,7.0,-10.656,1.0,0.0297,0.307,0.0327,0.043,0.765,114.524,audio_features,4ZVZBc5xvMyV3WzWktn8i7,spotify:track:4ZVZBc5xvMyV3WzWktn8i7,https://api.spotify.com/v1/tracks/4ZVZBc5xvMyV3WzWktn8i7,https://api.spotify.com/v1/audio-analysis/4ZVZBc5xvMyV3WzWktn8i7,141507.0,4.0
January 25,"""I Started a Joke""",Bee Gees,6,February 8,3,1969,spotify:track:36CKza28wMxYdjdzji7ine,0.31,0.464,7.0,-8.755,1.0,0.0275,0.156,8.94e-06,0.132,0.431,144.775,audio_features,36CKza28wMxYdjdzji7ine,spotify:track:36CKza28wMxYdjdzji7ine,https://api.spotify.com/v1/tracks/36CKza28wMxYdjdzji7ine,https://api.spotify.com/v1/audio-analysis/36CKza28wMxYdjdzji7ine,188307.0,4.0
February 1,"""Build Me Up Buttercup""",The Foundations,3,February 22,8,1969,spotify:track:6sPOmDulFtLzfX25zICNrC,0.659,0.513,0.0,-7.186,1.0,0.0293,0.315,0.0,0.283,0.855,133.609,audio_features,6sPOmDulFtLzfX25zICNrC,spotify:track:6sPOmDulFtLzfX25zICNrC,https://api.spotify.com/v1/tracks/6sPOmDulFtLzfX25zICNrC,https://api.spotify.com/v1/audio-analysis/6sPOmDulFtLzfX25zICNrC,177533.0,4.0
February 8,"""Can I Change My Mind""",Tyrone Davis,5,February 22,3,1969,spotify:track:0zyyaMpWRZNSx2GqAMFKX3,0.545,0.669,1.0,-6.239,0.0,0.0456,0.314,0.0,0.0553,0.886,102.041,audio_features,0zyyaMpWRZNSx2GqAMFKX3,spotify:track:0zyyaMpWRZNSx2GqAMFKX3,https://api.spotify.com/v1/tracks/0zyyaMpWRZNSx2GqAMFKX3,https://api.spotify.com/v1/audio-analysis/0zyyaMpWRZNSx2GqAMFKX3,177733.0,4.0
February 8,"""Hang Em High""",Booker T. & the M.G.'s,9,February 8,2,1969,spotify:track:3OVaMHQ2bj8KHabuF8deFv,0.44,0.306,0.0,-15.417,1.0,0.0349,0.0251,0.839,0.104,0.6,116.718,audio_features,3OVaMHQ2bj8KHabuF8deFv,spotify:track:3OVaMHQ2bj8KHabuF8deFv,https://api.spotify.com/v1/tracks/3OVaMHQ2bj8KHabuF8deFv,https://api.spotify.com/v1/audio-analysis/3OVaMHQ2bj8KHabuF8deFv,236307.0,4.0
February 15,"""You Showed Me""",The Turtles,6,March 1,3,1969,spotify:track:7j1ABZOylWUPUIZTt5x6AL,0.315,0.356,0.0,-11.131,0.0,0.0407,0.762,1.67e-06,0.0671,0.491,181.588,audio_features,7j1ABZOylWUPUIZTt5x6AL,spotify:track:7j1ABZOylWUPUIZTt5x6AL,https://api.spotify.com/v1/tracks/7j1ABZOylWUPUIZTt5x6AL,https://api.spotify.com/v1/audio-analysis/7j1ABZOylWUPUIZTt5x6AL,196200.0,4.0
February 22,"""Proud Mary""",Creedence Clearwater Revival,2,March 8,7,1969,spotify:track:6pxWv6GV35VGmcPf5dh6CH,0.699,0.641,2.0,-7.564,1.0,0.0289,0.13,0.000218,0.0601,0.728,120.745,audio_features,6pxWv6GV35VGmcPf5dh6CH,spotify:track:6pxWv6GV35VGmcPf5dh6CH,https://api.spotify.com/v1/tracks/6pxWv6GV35VGmcPf5dh6CH,https://api.spotify.com/v1/audio-analysis/6pxWv6GV35VGmcPf5dh6CH,187213.0,4.0
February 22,"""This Magic Moment""",Jay and the Americans,6,March 8,4,1969,spotify:track:74i6ZrnR1WzZsuc3qrJg7I,0.517,0.59,0.0,-7.468,1.0,0.0336,0.41,0.072,0.178,0.681,122.858,audio_features,74i6ZrnR1WzZsuc3qrJg7I,spotify:track:74i6ZrnR1WzZsuc3qrJg7I,https://api.spotify.com/v1/tracks/74i6ZrnR1WzZsuc3qrJg7I,https://api.spotify.com/v1/audio-analysis/74i6ZrnR1WzZsuc3qrJg7I,177093.0,4.0
February 22,"""Im Livin in Shame""",Diana Ross & the Supremes,10,February 22,1,1969,spotify:track:2p2N5jnS43eOAcrsZLS8Ur,0.617,0.663,11.0,-11.801,0.0,0.038,0.788,0.000435,0.132,0.788,108.479,audio_features,2p2N5jnS43eOAcrsZLS8Ur,spotify:track:2p2N5jnS43eOAcrsZLS8Ur,https://api.spotify.com/v1/tracks/2p2N5jnS43eOAcrsZLS8Ur,https://api.spotify.com/v1/audio-analysis/2p2N5jnS43eOAcrsZLS8Ur,179493.0,4.0
March 1,"""Dizzy""",Tommy Roe,1,March 15,9,1969,spotify:track:5LvIl1VHaqtCJJXwrB8QR9,0.736,0.595,6.0,-5.847,1.0,0.0354,0.000512,0.0118,0.144,0.72,102.007,audio_features,5LvIl1VHaqtCJJXwrB8QR9,spotify:track:5LvIl1VHaqtCJJXwrB8QR9,https://api.spotify.com/v1/tracks/5LvIl1VHaqtCJJXwrB8QR9,https://api.spotify.com/v1/audio-analysis/5LvIl1VHaqtCJJXwrB8QR9,177480.0,4.0
March 1,"""Baby, Baby Dont Cry""",Smokey Robinson & The Miracles,8,March 1,2,1969,spotify:track:5kJpLI5axvOQbGt0x4Nsko,0.521,0.354,7.0,-13.323,0.0,0.0252,0.5,0.0,0.109,0.662,95.727,audio_features,5kJpLI5axvOQbGt0x4Nsko,spotify:track:5kJpLI5axvOQbGt0x4Nsko,https://api.spotify.com/v1/tracks/5kJpLI5axvOQbGt0x4Nsko,https://api.spotify.com/v1/audio-analysis/5kJpLI5axvOQbGt0x4Nsko,242467.0,4.0
March 8,"""This Girls in Love with You""",Dionne Warwick,7,March 8,3,1969,spotify:track:5kYMMNGEZDfVZZiAAmP0y2,0.677,0.453,9.0,-8.686,1.0,0.032,0.345,6.69e-05,0.0865,0.364,91.013,audio_features,5kYMMNGEZDfVZZiAAmP0y2,spotify:track:5kYMMNGEZDfVZZiAAmP0y2,https://api.spotify.com/v1/tracks/5kYMMNGEZDfVZZiAAmP0y2,https://api.spotify.com/v1/audio-analysis/5kYMMNGEZDfVZZiAAmP0y2,214040.0,4.0
March 8,"""Indian Giver""",1910 Fruitgum Company,5,March 22,4,1969,spotify:track:6AlRiYSieZSkMPCD22dlvp,0.748,0.543,4.0,-12.093,0.0,0.0704,0.726,0.000293,0.0964,0.639,128.291,audio_features,6AlRiYSieZSkMPCD22dlvp,spotify:track:6AlRiYSieZSkMPCD22dlvp,https://api.spotify.com/v1/tracks/6AlRiYSieZSkMPCD22dlvp,https://api.spotify.com/v1/audio-analysis/6AlRiYSieZSkMPCD22dlvp,162187.0,4.0
March 15,"""Traces""",Classics IV,2,March 29,4,1969,spotify:track:3czHmqzvrWBvKiZo6vUs0x,0.43,0.316,11.0,-10.963,0.0,0.0294,0.731,0.00565,0.0816,0.429,107.858,audio_features,3czHmqzvrWBvKiZo6vUs0x,spotify:track:3czHmqzvrWBvKiZo6vUs0x,https://api.spotify.com/v1/tracks/3czHmqzvrWBvKiZo6vUs0x,https://api.spotify.com/v1/audio-analysis/3czHmqzvrWBvKiZo6vUs0x,168547.0,4.0
March 15,"""Time of the Season""",The Zombies,3,March 29,6,1969,spotify:track:5AJrhrwz4oSZX2PwwV4qrN,0.537,0.7,4.0,-6.852,0.0,0.0366,0.142,1.58e-06,0.383,0.695,117.111,audio_features,5AJrhrwz4oSZX2PwwV4qrN,spotify:track:5AJrhrwz4oSZX2PwwV4qrN,https://api.spotify.com/v1/tracks/5AJrhrwz4oSZX2PwwV4qrN,https://api.spotify.com/v1/audio-analysis/5AJrhrwz4oSZX2PwwV4qrN,214027.0,4.0
March 22,"""Runaway Child, Running Wild""",The Temptations,6,March 29,4,1969,spotify:track:6S2ymH4KyyEHpet5mJJpw3,0.533,0.49,5.0,-12.775,0.0,0.0441,0.211,1.67e-05,0.0749,0.806,107.962,audio_features,6S2ymH4KyyEHpet5mJJpw3,spotify:track:6S2ymH4KyyEHpet5mJJpw3,https://api.spotify.com/v1/tracks/6S2ymH4KyyEHpet5mJJpw3,https://api.spotify.com/v1/audio-analysis/6S2ymH4KyyEHpet5mJJpw3,286467.0,4.0
March 29,"""Galveston""",Glen Campbell,4,April 12,6,1969,spotify:track:7GCNh1ibQiae8aimaEUOFq,0.526,0.52,5.0,-8.918,1.0,0.0296,0.202,0.000329,0.156,0.675,118.404,audio_features,7GCNh1ibQiae8aimaEUOFq,spotify:track:7GCNh1ibQiae8aimaEUOFq,https://api.spotify.com/v1/tracks/7GCNh1ibQiae8aimaEUOFq,https://api.spotify.com/v1/audio-analysis/7GCNh1ibQiae8aimaEUOFq,161067.0,4.0
March 29,"""Only the Strong Survive""",Jerry Butler,4,April 19,6,1969,spotify:track:18ioNuCtc4kyQl8VSc58e2,0.423,0.425,7.0,-11.32,1.0,0.0517,0.766,4.52e-06,0.35,0.879,120.833,audio_features,18ioNuCtc4kyQl8VSc58e2,spotify:track:18ioNuCtc4kyQl8VSc58e2,https://api.spotify.com/v1/tracks/18ioNuCtc4kyQl8VSc58e2,https://api.spotify.com/v1/audio-analysis/18ioNuCtc4kyQl8VSc58e2,158240.0,4.0
March 29,"""My Whole World Ended The Moment You Left Me""",David Ruffin,9,March 29,2,1969,spotify:track:09VbZ87CD4kGyQ9QBrnziC,0.567,0.667,5.0,-9.419,1.0,0.0411,0.00632,0.0,0.0306,0.849,110.152,audio_features,09VbZ87CD4kGyQ9QBrnziC,spotify:track:09VbZ87CD4kGyQ9QBrnziC,https://api.spotify.com/v1/tracks/09VbZ87CD4kGyQ9QBrnziC,https://api.spotify.com/v1/audio-analysis/09VbZ87CD4kGyQ9QBrnziC,212773.0,4.0
April 5,"""Youve Made Me So Very Happy""","Blood, Sweat & Tears",2,April 12,6,1969,spotify:track:76OUhpuAQSQ2orR5TUeeRc,0.414,0.501,3.0,-9.105,0.0,0.0443,0.253,0.0,0.353,0.452,95.837,audio_features,76OUhpuAQSQ2orR5TUeeRc,spotify:track:76OUhpuAQSQ2orR5TUeeRc,https://api.spotify.com/v1/tracks/76OUhpuAQSQ2orR5TUeeRc,https://api.spotify.com/v1/audio-analysis/76OUhpuAQSQ2orR5TUeeRc,258733.0,4.0
April 12,"""Its Your Thing""",The Isley Brothers,2,May 3,7,1969,spotify:track:3ZxfehzRtB3oJcBuxWXFZQ,0.376,0.67,10.0,-9.273,1.0,0.0854,0.0727,2.52e-06,0.0718,0.837,185.503,audio_features,3ZxfehzRtB3oJcBuxWXFZQ,spotify:track:3ZxfehzRtB3oJcBuxWXFZQ,https://api.spotify.com/v1/tracks/3ZxfehzRtB3oJcBuxWXFZQ,https://api.spotify.com/v1/audio-analysis/3ZxfehzRtB3oJcBuxWXFZQ,169293.0,4.0
April 12,"""Hair""",The Cowsills,2,May 10,8,1969,spotify:track:5pjlEqTAOq1snQlcSMgF14,0.533,0.509,0.0,-12.442,0.0,0.0546,0.424,0.0,0.308,0.585,114.964,audio_features,5pjlEqTAOq1snQlcSMgF14,spotify:track:5pjlEqTAOq1snQlcSMgF14,https://api.spotify.com/v1/tracks/5pjlEqTAOq1snQlcSMgF14,https://api.spotify.com/v1/audio-analysis/5pjlEqTAOq1snQlcSMgF14,210333.0,4.0
April 12,"""Twenty-Five Miles""",Edwin Starr,6,April 26,3,1969,spotify:track:0vstoapfzoOlqD8zurG2uJ,0.814,0.836,1.0,-7.376,1.0,0.0607,0.0595,1.49e-05,0.224,0.964,124.567,audio_features,0vstoapfzoOlqD8zurG2uJ,spotify:track:0vstoapfzoOlqD8zurG2uJ,https://api.spotify.com/v1/tracks/0vstoapfzoOlqD8zurG2uJ,https://api.spotify.com/v1/audio-analysis/0vstoapfzoOlqD8zurG2uJ,198213.0,4.0
April 19,"""Rock Me""",Steppenwolf,10,April 19,1,1969,spotify:track:4MhaifZyR0ojpjv80l54qQ,0.6,0.852,5.0,-12.391,1.0,0.0361,0.0638,0.00881,0.321,0.844,126.201,audio_features,4MhaifZyR0ojpjv80l54qQ,spotify:track:4MhaifZyR0ojpjv80l54qQ,https://api.spotify.com/v1/tracks/4MhaifZyR0ojpjv80l54qQ,https://api.spotify.com/v1/audio-analysis/4MhaifZyR0ojpjv80l54qQ,218827.0,4.0
April 26,"""Time Is Tight""",Booker T. & the M.G.'s,6,May 3,3,1969,spotify:track:3XOVanRi3prWDEZQiZTlYx,0.772,0.43,9.0,-14.602,0.0,0.0464,0.067,0.889,0.104,0.959,134.561,audio_features,3XOVanRi3prWDEZQiZTlYx,spotify:track:3XOVanRi3prWDEZQiZTlYx,https://api.spotify.com/v1/tracks/3XOVanRi3prWDEZQiZTlYx,https://api.spotify.com/v1/audio-analysis/3XOVanRi3prWDEZQiZTlYx,195227.0,4.0
April 26,"""Sweet Cherry Wine""",Tommy James and the Shondells,7,May 3,3,1969,spotify:track:1iesv8xiE4cgtssvBUBM4K,0.518,0.549,0.0,-9.723,1.0,0.0284,0.202,0.0,0.389,0.776,106.51,audio_features,1iesv8xiE4cgtssvBUBM4K,spotify:track:1iesv8xiE4cgtssvBUBM4K,https://api.spotify.com/v1/tracks/1iesv8xiE4cgtssvBUBM4K,https://api.spotify.com/v1/audio-analysis/1iesv8xiE4cgtssvBUBM4K,271200.0,4.0
May 3,"""Hawaii Five-O""",The Ventures,4,May 10,3,1969,spotify:track:3UUwbJd2j4RORlalTUhaDk,0.518,0.782,9.0,-9.753,1.0,0.0631,0.265,0.654,0.0769,0.861,163.647,audio_features,3UUwbJd2j4RORlalTUhaDk,spotify:track:3UUwbJd2j4RORlalTUhaDk,https://api.spotify.com/v1/tracks/3UUwbJd2j4RORlalTUhaDk,https://api.spotify.com/v1/audio-analysis/3UUwbJd2j4RORlalTUhaDk,113893.0,4.0
May 3,"""The Boxer""",Simon & Garfunkel,7,May 17,4,1969,spotify:track:76TZCvJ8GitQ2FA1q5dKu0,0.439,0.488,11.0,-14.464,1.0,0.0615,0.702,0.000339,0.16,0.629,93.017,audio_features,76TZCvJ8GitQ2FA1q5dKu0,spotify:track:76TZCvJ8GitQ2FA1q5dKu0,https://api.spotify.com/v1/tracks/76TZCvJ8GitQ2FA1q5dKu0,https://api.spotify.com/v1/audio-analysis/76TZCvJ8GitQ2FA1q5dKu0,308520.0,4.0
May 10,"""Atlantis""",Donovan,7,May 24,4,1969,spotify:track:0kcEK7YuNNfE7jiTnXS1cm,0.291,0.313,0.0,-16.17,1.0,0.0347,0.177,0.000552,0.0828,0.341,77.893,audio_features,0kcEK7YuNNfE7jiTnXS1cm,spotify:track:0kcEK7YuNNfE7jiTnXS1cm,https://api.spotify.com/v1/tracks/0kcEK7YuNNfE7jiTnXS1cm,https://api.spotify.com/v1/audio-analysis/0kcEK7YuNNfE7jiTnXS1cm,302640.0,4.0
May 17,"""Love Can Make You Happy""",Mercy,2,May 31,6,1969,spotify:track:7DeAxFh0hdupc0nzzM3jAa,0.29,0.261,4.0,-14.348,0.0,0.0346,0.143,7.69e-05,0.166,0.231,86.489,audio_features,7DeAxFh0hdupc0nzzM3jAa,spotify:track:7DeAxFh0hdupc0nzzM3jAa,https://api.spotify.com/v1/tracks/7DeAxFh0hdupc0nzzM3jAa,https://api.spotify.com/v1/audio-analysis/7DeAxFh0hdupc0nzzM3jAa,208293.0,4.0
May 17,"""These Eyes""",The Guess Who,6,May 31,5,1969,spotify:track:5lEyMg4GNKnMbaarvT4sRd,0.561,0.382,7.0,-11.276,1.0,0.0267,0.491,1.08e-06,0.156,0.758,96.447,audio_features,5lEyMg4GNKnMbaarvT4sRd,spotify:track:5lEyMg4GNKnMbaarvT4sRd,https://api.spotify.com/v1/tracks/5lEyMg4GNKnMbaarvT4sRd,https://api.spotify.com/v1/audio-analysis/5lEyMg4GNKnMbaarvT4sRd,225920.0,4.0
May 17,"""Gitarzan""",Ray Stevens,8,May 31,3,1969,spotify:track:0iE8CuhrbtabeFRnrQYmZP,0.435,0.804,0.0,-8.48,1.0,0.169,0.466,0.0,0.942,0.727,93.83,audio_features,0iE8CuhrbtabeFRnrQYmZP,spotify:track:0iE8CuhrbtabeFRnrQYmZP,https://api.spotify.com/v1/tracks/0iE8CuhrbtabeFRnrQYmZP,https://api.spotify.com/v1/audio-analysis/0iE8CuhrbtabeFRnrQYmZP,187040.0,3.0
May 24,"""Oh Happy Day""",Edwin Hawkins Singers,4,May 31,4,1969,spotify:track:34yIb7hw5SuR80au1BHTtt,0.321,0.462,8.0,-10.711,1.0,0.0346,0.0961,0.0,0.102,0.457,116.782,audio_features,34yIb7hw5SuR80au1BHTtt,spotify:track:34yIb7hw5SuR80au1BHTtt,https://api.spotify.com/v1/tracks/34yIb7hw5SuR80au1BHTtt,https://api.spotify.com/v1/audio-analysis/34yIb7hw5SuR80au1BHTtt,308600.0,4.0
May 31,"""Grazing in the Grass""",The Friends of Distinction,3,June 7,5,1969,spotify:track:755QPhAgO1YSmbs8a9M9b9,0.595,0.857,1.0,-6.89,0.0,0.163,0.498,0.0,0.355,0.74,127.629,audio_features,755QPhAgO1YSmbs8a9M9b9,spotify:track:755QPhAgO1YSmbs8a9M9b9,https://api.spotify.com/v1/tracks/755QPhAgO1YSmbs8a9M9b9,https://api.spotify.com/v1/audio-analysis/755QPhAgO1YSmbs8a9M9b9,174080.0,4.0
May 31,"""In the Ghetto""",Elvis Presley,3,June 14,5,1969,spotify:track:7KWoeBqSdZHEloYKVxssfG,0.404,0.266,10.0,-16.688,1.0,0.0334,0.716,0.133,0.107,0.491,88.916,audio_features,7KWoeBqSdZHEloYKVxssfG,spotify:track:7KWoeBqSdZHEloYKVxssfG,https://api.spotify.com/v1/tracks/7KWoeBqSdZHEloYKVxssfG,https://api.spotify.com/v1/audio-analysis/7KWoeBqSdZHEloYKVxssfG,167413.0,4.0
June 7,"""Love Theme from Romeo and Juliet""",Henry Mancini,1,June 28,8,1969,spotify:track:0oFkaYVT0tVb9v5sOaMvJv,0.35,0.186,9.0,-12.033,0.0,0.0314,0.985,0.79,0.116,0.155,75.043,audio_features,0oFkaYVT0tVb9v5sOaMvJv,spotify:track:0oFkaYVT0tVb9v5sOaMvJv,https://api.spotify.com/v1/tracks/0oFkaYVT0tVb9v5sOaMvJv,https://api.spotify.com/v1/audio-analysis/0oFkaYVT0tVb9v5sOaMvJv,152320.0,4.0
June 7,"""Bad Moon Rising""",Creedence Clearwater Revival,2,June 28,6,1969,spotify:track:20OFwXhEXf12DzwXmaV7fj,0.508,0.774,2.0,-5.973,1.0,0.0321,0.0586,4.87e-06,0.063,0.942,178.946,audio_features,20OFwXhEXf12DzwXmaV7fj,spotify:track:20OFwXhEXf12DzwXmaV7fj,https://api.spotify.com/v1/tracks/20OFwXhEXf12DzwXmaV7fj,https://api.spotify.com/v1/audio-analysis/20OFwXhEXf12DzwXmaV7fj,141600.0,4.0
June 7,"""Too Busy Thinking About My Baby""",Marvin Gaye,4,June 28,5,1969,spotify:track:0EQCaQzKJVCXkwSiQZUVHP,0.751,0.385,6.0,-11.716,1.0,0.0349,0.115,0.0,0.069,0.862,117.748,audio_features,0EQCaQzKJVCXkwSiQZUVHP,spotify:track:0EQCaQzKJVCXkwSiQZUVHP,https://api.spotify.com/v1/tracks/0EQCaQzKJVCXkwSiQZUVHP,https://api.spotify.com/v1/audio-analysis/0EQCaQzKJVCXkwSiQZUVHP,176133.0,4.0
June 14,"""One""",Three Dog Night,5,June 28,7,1969,spotify:track:4ME2YQNThxEW63fxojzHvN,0.55,0.409,5.0,-12.702,0.0,0.0321,0.312,0.0,0.096,0.405,61.226,audio_features,4ME2YQNThxEW63fxojzHvN,spotify:track:4ME2YQNThxEW63fxojzHvN,https://api.spotify.com/v1/tracks/4ME2YQNThxEW63fxojzHvN,https://api.spotify.com/v1/audio-analysis/4ME2YQNThxEW63fxojzHvN,185827.0,4.0
