entry_date,title,artist,peak,peak_date,weeks_top_ten,year,spotify_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
April 6,"""Best Thing That Ever Happened to Me""",Gladys Knight & the Pips,3,April 27,5,1974,spotify:track:0bYwN4LqZYLfs9ZEHPXjBC,0.352,0.545,1.0,-11.939,0.0,0.0871,0.309,0.0563,0.106,0.459,189.498,audio_features,0bYwN4LqZYLfs9ZEHPXjBC,spotify:track:0bYwN4LqZYLfs9ZEHPXjBC,https://api.spotify.com/v1/tracks/0bYwN4LqZYLfs9ZEHPXjBC,https://api.spotify.com/v1/audio-analysis/0bYwN4LqZYLfs9ZEHPXjBC,224987.0,4.0
April 13,"""Oh My My""",Ringo Starr,5,April 27,3,1974,spotify:track:7GqOrtlqGjt5kFlPK63ErE,0.711,0.775,0.0,-15.179,1.0,0.047,0.0274,0.0379,0.218,0.963,120.539,audio_features,7GqOrtlqGjt5kFlPK63ErE,spotify:track:7GqOrtlqGjt5kFlPK63ErE,https://api.spotify.com/v1/tracks/7GqOrtlqGjt5kFlPK63ErE,https://api.spotify.com/v1/audio-analysis/7GqOrtlqGjt5kFlPK63ErE,259373.0,4.0
April 20,"""The Loco-Motion""",Grand Funk Railroad,1,May 4,6,1974,spotify:track:0PxYWaGiwWtcuL1VIMiEW4,0.456,0.933,0.0,-5.212,1.0,0.153,0.375,0.0,0.563,0.367,125.051,audio_features,0PxYWaGiwWtcuL1VIMiEW4,spotify:track:0PxYWaGiwWtcuL1VIMiEW4,https://api.spotify.com/v1/tracks/0PxYWaGiwWtcuL1VIMiEW4,https://api.spotify.com/v1/audio-analysis/0PxYWaGiwWtcuL1VIMiEW4,165800.0,4.0
April 20,"""Ill Have to Say I Love You in a Song""",Jim Croce,9,April 27,2,1974,spotify:track:4t8tx6o7oM6Ax66ZUU361y,0.536,0.446,9.0,-14.98,1.0,0.029,0.833,0.0103,0.106,0.707,133.785,audio_features,4t8tx6o7oM6Ax66ZUU361y,spotify:track:4t8tx6o7oM6Ax66ZUU361y,https://api.spotify.com/v1/tracks/4t8tx6o7oM6Ax66ZUU361y,https://api.spotify.com/v1/audio-analysis/4t8tx6o7oM6Ax66ZUU361y,154627.0,4.0
April 27,"""Dancing Machine""",The Jackson 5,2,May 18,9,1974,spotify:track:0xqb2Euq1PAxKHBA36NUnx,0.776,0.794,6.0,-7.722,1.0,0.0723,0.133,2.35e-05,0.689,0.845,109.277,audio_features,0xqb2Euq1PAxKHBA36NUnx,spotify:track:0xqb2Euq1PAxKHBA36NUnx,https://api.spotify.com/v1/tracks/0xqb2Euq1PAxKHBA36NUnx,https://api.spotify.com/v1/audio-analysis/0xqb2Euq1PAxKHBA36NUnx,161813.0,4.0
April 27,"""Lookin for a Love""",Bobby Womack,10,April 27,1,1974,spotify:track:57WDLwuIj0WiiHcDvmEVvD,0.651,0.898,9.0,-5.073,1.0,0.0379,0.375,0.0368,0.117,0.937,119.049,audio_features,57WDLwuIj0WiiHcDvmEVvD,spotify:track:57WDLwuIj0WiiHcDvmEVvD,https://api.spotify.com/v1/tracks/57WDLwuIj0WiiHcDvmEVvD,https://api.spotify.com/v1/audio-analysis/57WDLwuIj0WiiHcDvmEVvD,157933.0,4.0
May 4,"""The Streak""",Ray Stevens,1,May 18,8,1974,spotify:track:3HiIBzaoBkOTLmRYkdsusv,0.698,0.526,0.0,-14.338,1.0,0.298,0.637,0.0,0.919,0.763,119.827,audio_features,3HiIBzaoBkOTLmRYkdsusv,spotify:track:3HiIBzaoBkOTLmRYkdsusv,https://api.spotify.com/v1/tracks/3HiIBzaoBkOTLmRYkdsusv,https://api.spotify.com/v1/audio-analysis/3HiIBzaoBkOTLmRYkdsusv,197733.0,4.0
May 4,"""The Show Must Go On""",Three Dog Night,4,May 25,4,1974,spotify:track:4MD7QeIz9dH9U6WMJxKqfB,0.596,0.643,5.0,-11.511,1.0,0.0316,0.107,0.00173,0.129,0.735,101.484,audio_features,4MD7QeIz9dH9U6WMJxKqfB,spotify:track:4MD7QeIz9dH9U6WMJxKqfB,https://api.spotify.com/v1/tracks/4MD7QeIz9dH9U6WMJxKqfB,https://api.spotify.com/v1/audio-analysis/4MD7QeIz9dH9U6WMJxKqfB,207333.0,4.0
May 4,"""Tubular Bells""",Mike Oldfield,7,May 11,2,1974,spotify:track:7ERSQrRptZVM7q3VOdM7OL,0.374,0.219,4.0,-19.104,0.0,0.0343,0.564,0.56,0.114,0.0579,103.535,audio_features,7ERSQrRptZVM7q3VOdM7OL,spotify:track:7ERSQrRptZVM7q3VOdM7OL,https://api.spotify.com/v1/tracks/7ERSQrRptZVM7q3VOdM7OL,https://api.spotify.com/v1/audio-analysis/7ERSQrRptZVM7q3VOdM7OL,1561133.0,4.0
May 4,"""Just Dont Want to Be Lonely""",The Main Ingredient,10,May 4,1,1974,spotify:track:2blyf1qXCNedBbfRLgdsU5,0.567,0.649,7.0,-8.215,0.0,0.0354,0.445,7.11e-06,0.148,0.87,153.59,audio_features,2blyf1qXCNedBbfRLgdsU5,spotify:track:2blyf1qXCNedBbfRLgdsU5,https://api.spotify.com/v1/tracks/2blyf1qXCNedBbfRLgdsU5,https://api.spotify.com/v1/audio-analysis/2blyf1qXCNedBbfRLgdsU5,213227.0,4.0
May 11,"""The Entertainer""",Marvin Hamlisch,3,May 18,7,1974,spotify:track:3qq7parQQaohn9N7qKrKtE,0.615,0.386,0.0,-11.662,1.0,0.0904,0.873,0.778,0.0887,0.365,156.85,audio_features,3qq7parQQaohn9N7qKrKtE,spotify:track:3qq7parQQaohn9N7qKrKtE,https://api.spotify.com/v1/tracks/3qq7parQQaohn9N7qKrKtE,https://api.spotify.com/v1/audio-analysis/3qq7parQQaohn9N7qKrKtE,183360.0,4.0
May 11,"""Midnight at the Oasis""",Maria Muldaur,6,June 1,6,1974,spotify:track:5VBcEJ4mtXTmVEJtc7hx2g,0.705,0.499,1.0,-7.969,1.0,0.0265,0.409,6.59e-05,0.103,0.391,98.686,audio_features,5VBcEJ4mtXTmVEJtc7hx2g,spotify:track:5VBcEJ4mtXTmVEJtc7hx2g,https://api.spotify.com/v1/tracks/5VBcEJ4mtXTmVEJtc7hx2g,https://api.spotify.com/v1/audio-analysis/5VBcEJ4mtXTmVEJtc7hx2g,229507.0,4.0
May 11,"""Ive Been Searchin So Long""",Chicago,9,May 11,3,1974,spotify:track:3z9pBucv2HHp1gYaTcQwiI,0.194,0.591,0.0,-6.181,1.0,0.0318,0.118,6.43e-05,0.2,0.164,171.066,audio_features,3z9pBucv2HHp1gYaTcQwiI,spotify:track:3z9pBucv2HHp1gYaTcQwiI,https://api.spotify.com/v1/tracks/3z9pBucv2HHp1gYaTcQwiI,https://api.spotify.com/v1/audio-analysis/3z9pBucv2HHp1gYaTcQwiI,268427.0,4.0
May 18,"""Band on the Run""",Paul McCartney & Wings,1,June 8,7,1974,spotify:track:0aCwxQS9Okv3683jgntcwA,0.472,0.582,7.0,-9.306,1.0,0.032,0.0579,0.000783,0.183,0.652,125.136,audio_features,0aCwxQS9Okv3683jgntcwA,spotify:track:0aCwxQS9Okv3683jgntcwA,https://api.spotify.com/v1/tracks/0aCwxQS9Okv3683jgntcwA,https://api.spotify.com/v1/audio-analysis/0aCwxQS9Okv3683jgntcwA,313067.0,4.0
May 18,"""You Make Me Feel Brand New""",The Stylistics,2,June 15,8,1974,spotify:track:73GR50SgGV5hybgWDSFWtD,0.453,0.359,7.0,-8.567,1.0,0.0247,0.849,3.02e-05,0.137,0.178,76.015,audio_features,73GR50SgGV5hybgWDSFWtD,spotify:track:73GR50SgGV5hybgWDSFWtD,https://api.spotify.com/v1/tracks/73GR50SgGV5hybgWDSFWtD,https://api.spotify.com/v1/audio-analysis/73GR50SgGV5hybgWDSFWtD,288440.0,4.0
June 1,"""Billy Dont Be a Hero""",Bo Donaldson and The Heywoods,1,June 15,7,1974,spotify:track:6ZqgJAbxuEUjazBLN5V0U4,0.701,0.69,11.0,-10.27,1.0,0.0398,0.0227,0.0,0.173,0.964,122.189,audio_features,6ZqgJAbxuEUjazBLN5V0U4,spotify:track:6ZqgJAbxuEUjazBLN5V0U4,https://api.spotify.com/v1/tracks/6ZqgJAbxuEUjazBLN5V0U4,https://api.spotify.com/v1/audio-analysis/6ZqgJAbxuEUjazBLN5V0U4,205867.0,4.0
June 1,"""Sundown""",Gordon Lightfoot,1,June 29,7,1974,spotify:track:0SjnBEHZVXgCKvOrpvzL2k,0.794,0.427,11.0,-15.492,1.0,0.029,0.334,1.04e-05,0.0703,0.751,105.732,audio_features,0SjnBEHZVXgCKvOrpvzL2k,spotify:track:0SjnBEHZVXgCKvOrpvzL2k,https://api.spotify.com/v1/tracks/0SjnBEHZVXgCKvOrpvzL2k,https://api.spotify.com/v1/audio-analysis/0SjnBEHZVXgCKvOrpvzL2k,213400.0,4.0
June 1,"""Oh Very Young""",Cat Stevens,10,June 1,1,1974,spotify:track:7eiNxeOC8dvYAJWgTOu6xn,0.728,0.413,9.0,-11.188,1.0,0.0372,0.696,0.000398,0.0861,0.655,111.038,audio_features,7eiNxeOC8dvYAJWgTOu6xn,spotify:track:7eiNxeOC8dvYAJWgTOu6xn,https://api.spotify.com/v1/tracks/7eiNxeOC8dvYAJWgTOu6xn,https://api.spotify.com/v1/audio-analysis/7eiNxeOC8dvYAJWgTOu6xn,156773.0,4.0
June 8,"""For the Love of Money""",The O'Jays,9,June 15,2,1974,spotify:track:3p1JoOEhVkEnTaa4JzTMSk,0.679,0.802,0.0,-7.739,1.0,0.0406,0.236,2.33e-06,0.132,0.894,97.375,audio_features,3p1JoOEhVkEnTaa4JzTMSk,spotify:track:3p1JoOEhVkEnTaa4JzTMSk,https://api.spotify.com/v1/tracks/3p1JoOEhVkEnTaa4JzTMSk,https://api.spotify.com/v1/audio-analysis/3p1JoOEhVkEnTaa4JzTMSk,439867.0,4.0
June 15,"""Be Thankful for What You Got""",William DeVaughn,4,June 29,3,1974,spotify:track:5g2sPpVq3hdk9ZuMfABrts,0.778,0.481,6.0,-13.136,0.0,0.0553,0.00341,0.0103,0.105,0.878,107.183,audio_features,5g2sPpVq3hdk9ZuMfABrts,spotify:track:5g2sPpVq3hdk9ZuMfABrts,https://api.spotify.com/v1/tracks/5g2sPpVq3hdk9ZuMfABrts,https://api.spotify.com/v1/audio-analysis/5g2sPpVq3hdk9ZuMfABrts,221733.0,4.0
June 22,"""If You Love Me Let Me Know""",Olivia Newton-John,5,June 29,4,1974,spotify:track:2sU0wR5zAs6tsen499fTcl,0.595,0.495,5.0,-12.924,1.0,0.0346,0.587,0.0,0.125,0.819,128.817,audio_features,2sU0wR5zAs6tsen499fTcl,spotify:track:2sU0wR5zAs6tsen499fTcl,https://api.spotify.com/v1/tracks/2sU0wR5zAs6tsen499fTcl,https://api.spotify.com/v1/audio-analysis/2sU0wR5zAs6tsen499fTcl,196267.0,4.0
June 22,"""Hollywood Swinging""",Kool & the Gang,6,July 6,3,1974,spotify:track:6igsoAR6Co9u7Rq3U7mlOD,0.623,0.824,6.0,-8.971,0.0,0.0479,0.0195,0.13,0.0491,0.574,111.356,audio_features,6igsoAR6Co9u7Rq3U7mlOD,spotify:track:6igsoAR6Co9u7Rq3U7mlOD,https://api.spotify.com/v1/tracks/6igsoAR6Co9u7Rq3U7mlOD,https://api.spotify.com/v1/audio-analysis/6igsoAR6Co9u7Rq3U7mlOD,279933.0,4.0
June 29,"""Rock the Boat""",The Hues Corporation,1,July 6,5,1974,spotify:track:6LWEOOT4Ah5bSSFKNGZ3wG,0.767,0.62,1.0,-10.095,1.0,0.213,0.112,0.0,0.363,0.603,99.925,audio_features,6LWEOOT4Ah5bSSFKNGZ3wG,spotify:track:6LWEOOT4Ah5bSSFKNGZ3wG,https://api.spotify.com/v1/tracks/6LWEOOT4Ah5bSSFKNGZ3wG,https://api.spotify.com/v1/audio-analysis/6LWEOOT4Ah5bSSFKNGZ3wG,304000.0,4.0
June 29,"""Rock Your Baby""",George McCrae,1,July 13,5,1974,spotify:track:16KwF7IrKHTVTitUKH58g3,0.594,0.906,1.0,-5.536,1.0,0.0594,0.169,0.00122,0.0778,0.892,104.411,audio_features,16KwF7IrKHTVTitUKH58g3,spotify:track:16KwF7IrKHTVTitUKH58g3,https://api.spotify.com/v1/tracks/16KwF7IrKHTVTitUKH58g3,https://api.spotify.com/v1/audio-analysis/16KwF7IrKHTVTitUKH58g3,200053.0,4.0
June 29,"""Annies Song""",John Denver,1,July 27,7,1974,spotify:track:4J0DbyODwZJcmIAiTSJfMF,0.304,0.305,2.0,-10.879,1.0,0.0298,0.871,0.00368,0.367,0.464,146.066,audio_features,4J0DbyODwZJcmIAiTSJfMF,spotify:track:4J0DbyODwZJcmIAiTSJfMF,https://api.spotify.com/v1/tracks/4J0DbyODwZJcmIAiTSJfMF,https://api.spotify.com/v1/audio-analysis/4J0DbyODwZJcmIAiTSJfMF,180693.0,3.0
July 6,"""On and On""",Gladys Knight & the Pips,5,July 13,3,1974,spotify:track:0uIMx0KeoqyBYKHMkwyAFq,0.859,0.875,9.0,-7.306,0.0,0.0519,0.429,0.0546,0.484,0.881,106.561,audio_features,0uIMx0KeoqyBYKHMkwyAFq,spotify:track:0uIMx0KeoqyBYKHMkwyAFq,https://api.spotify.com/v1/tracks/0uIMx0KeoqyBYKHMkwyAFq,https://api.spotify.com/v1/audio-analysis/0uIMx0KeoqyBYKHMkwyAFq,256333.0,4.0
July 6,"""You Wont See Me""",Anne Murray,8,July 13,3,1974,spotify:track:22QLjELWmorybFaEvm5pX2,0.676,0.646,11.0,-9.772,1.0,0.0333,0.583,0.0,0.0786,0.809,114.828,audio_features,22QLjELWmorybFaEvm5pX2,spotify:track:22QLjELWmorybFaEvm5pX2,https://api.spotify.com/v1/tracks/22QLjELWmorybFaEvm5pX2,https://api.spotify.com/v1/audio-analysis/22QLjELWmorybFaEvm5pX2,246400.0,4.0
July 13,"""Dont Let the Sun Go Down on Me""",Elton John,2,July 27,5,1974,spotify:track:11FcfHd3SOmmrWJPGe7Y30,0.424,0.446,0.0,-8.526,1.0,0.0261,0.121,1.89e-06,0.0921,0.354,139.701,audio_features,11FcfHd3SOmmrWJPGe7Y30,spotify:track:11FcfHd3SOmmrWJPGe7Y30,https://api.spotify.com/v1/tracks/11FcfHd3SOmmrWJPGe7Y30,https://api.spotify.com/v1/audio-analysis/11FcfHd3SOmmrWJPGe7Y30,336733.0,4.0
July 13,"""Rock and Roll Heaven""",The Righteous Brothers,3,July 20,4,1974,spotify:track:7c8fTb0e6BocxwiyRq8Gz6,0.481,0.76,9.0,-8.275,1.0,0.0319,0.411,0.0,0.208,0.844,112.516,audio_features,7c8fTb0e6BocxwiyRq8Gz6,spotify:track:7c8fTb0e6BocxwiyRq8Gz6,https://api.spotify.com/v1/tracks/7c8fTb0e6BocxwiyRq8Gz6,https://api.spotify.com/v1/audio-analysis/7c8fTb0e6BocxwiyRq8Gz6,211867.0,4.0
July 13,"""The Air That I Breathe""",The Hollies,6,August 3,4,1974,spotify:track:6yLIqXX9edg1x0HZS7cZEv,0.279,0.473,4.0,-8.375,0.0,0.0309,0.242,0.00164,0.158,0.246,167.792,audio_features,6yLIqXX9edg1x0HZS7cZEv,spotify:track:6yLIqXX9edg1x0HZS7cZEv,https://api.spotify.com/v1/tracks/6yLIqXX9edg1x0HZS7cZEv,https://api.spotify.com/v1/audio-analysis/6yLIqXX9edg1x0HZS7cZEv,257107.0,4.0
July 20,"""Rikki Dont Lose That Number""",Steely Dan,4,August 3,3,1974,spotify:track:18a9EGG4xhRELv7bgAw5hb,0.656,0.462,11.0,-14.072,0.0,0.0373,0.518,0.000137,0.091,0.642,116.049,audio_features,18a9EGG4xhRELv7bgAw5hb,spotify:track:18a9EGG4xhRELv7bgAw5hb,https://api.spotify.com/v1/tracks/18a9EGG4xhRELv7bgAw5hb,https://api.spotify.com/v1/audio-analysis/18a9EGG4xhRELv7bgAw5hb,271093.0,4.0
July 27,"""Feel Like Makin Love""",Roberta Flack,1,August 10,6,1974,spotify:track:7gkboYtvhuXNS4EUwmFPcw,0.681,0.264,8.0,-21.861,1.0,0.0309,0.833,0.441,0.103,0.692,93.809,audio_features,7gkboYtvhuXNS4EUwmFPcw,spotify:track:7gkboYtvhuXNS4EUwmFPcw,https://api.spotify.com/v1/tracks/7gkboYtvhuXNS4EUwmFPcw,https://api.spotify.com/v1/audio-analysis/7gkboYtvhuXNS4EUwmFPcw,175400.0,4.0
July 27,"""Please Come to Boston""",Dave Loggins,5,August 10,4,1974,spotify:track:1pfSKTDigM2xnWG2Y0AquA,0.563,0.418,4.0,-8.503,1.0,0.0287,0.374,0.0,0.102,0.347,133.493,audio_features,1pfSKTDigM2xnWG2Y0AquA,spotify:track:1pfSKTDigM2xnWG2Y0AquA,https://api.spotify.com/v1/tracks/1pfSKTDigM2xnWG2Y0AquA,https://api.spotify.com/v1/audio-analysis/1pfSKTDigM2xnWG2Y0AquA,246080.0,4.0
July 27,"""Call on Me""",Chicago,6,August 10,4,1974,spotify:track:5BCPL5mWm6UqI4atl18kVm,0.596,0.796,11.0,-8.339,0.0,0.0644,0.156,0.000542,0.0881,0.886,130.316,audio_features,5BCPL5mWm6UqI4atl18kVm,spotify:track:5BCPL5mWm6UqI4atl18kVm,https://api.spotify.com/v1/tracks/5BCPL5mWm6UqI4atl18kVm,https://api.spotify.com/v1/audio-analysis/5BCPL5mWm6UqI4atl18kVm,242653.0,4.0
August 3,"""The Night Chicago Died""",Paper Lace,1,August 17,6,1974,spotify:track:4f4RRYN3R7glPElFjeoUnC,0.767,0.45,0.0,-12.352,1.0,0.0824,0.347,0.0,0.113,0.809,106.847,audio_features,4f4RRYN3R7glPElFjeoUnC,spotify:track:4f4RRYN3R7glPElFjeoUnC,https://api.spotify.com/v1/tracks/4f4RRYN3R7glPElFjeoUnC,https://api.spotify.com/v1/audio-analysis/4f4RRYN3R7glPElFjeoUnC,203333.0,4.0
August 3,"""Sideshow""",Blue Magic,8,August 10,3,1974,spotify:track:0fopVbPW7N5BK0sOybQCq2,0.586,0.337,7.0,-13.165,1.0,0.0347,0.837,0.0,0.628,0.543,133.229,audio_features,0fopVbPW7N5BK0sOybQCq2,spotify:track:0fopVbPW7N5BK0sOybQCq2,https://api.spotify.com/v1/tracks/0fopVbPW7N5BK0sOybQCq2,https://api.spotify.com/v1/audio-analysis/0fopVbPW7N5BK0sOybQCq2,251520.0,4.0
August 10,"""Waterloo""",ABBA,6,August 24,3,1974,spotify:track:3Dy4REq8O09IlgiwuHQ3sk,0.445,0.949,2.0,-4.682,1.0,0.0471,0.395,8.18e-06,0.0902,0.653,147.604,audio_features,3Dy4REq8O09IlgiwuHQ3sk,spotify:track:3Dy4REq8O09IlgiwuHQ3sk,https://api.spotify.com/v1/tracks/3Dy4REq8O09IlgiwuHQ3sk,https://api.spotify.com/v1/audio-analysis/3Dy4REq8O09IlgiwuHQ3sk,168960.0,4.0
August 10,"""Tell Me Something Good""",Rufus and Chaka Khan,3,August 24,6,1974,spotify:track:1OO2Fp9PsnaayiekeXuGJX,0.657,0.546,1.0,-9.738,1.0,0.269,0.616,0.0,0.226,0.757,73.131,audio_features,1OO2Fp9PsnaayiekeXuGJX,spotify:track:1OO2Fp9PsnaayiekeXuGJX,https://api.spotify.com/v1/tracks/1OO2Fp9PsnaayiekeXuGJX,https://api.spotify.com/v1/audio-analysis/1OO2Fp9PsnaayiekeXuGJX,278000.0,4.0
August 10,"""Wildwood Weed""",Jim Stafford,7,August 24,4,1974,spotify:track:2XqB7lzRMX6EFWY8HD4nZl,0.682,0.425,7.0,-13.178,1.0,0.0366,0.732,2.71e-06,0.128,0.681,90.056,audio_features,2XqB7lzRMX6EFWY8HD4nZl,spotify:track:2XqB7lzRMX6EFWY8HD4nZl,https://api.spotify.com/v1/tracks/2XqB7lzRMX6EFWY8HD4nZl,https://api.spotify.com/v1/audio-analysis/2XqB7lzRMX6EFWY8HD4nZl,160840.0,4.0
August 17,"""Im Leaving It Up to You""",Donny and Marie Osmond,4,September 14,5,1974,spotify:track:2Ar5ZYieSYLx8xfNCCgzFc,0.513,0.717,11.0,-4.088,1.0,0.0287,0.518,2.22e-05,0.5,0.812,108.834,audio_features,2Ar5ZYieSYLx8xfNCCgzFc,spotify:track:2Ar5ZYieSYLx8xfNCCgzFc,https://api.spotify.com/v1/tracks/2Ar5ZYieSYLx8xfNCCgzFc,https://api.spotify.com/v1/audio-analysis/2Ar5ZYieSYLx8xfNCCgzFc,168880.0,3.0
August 24,"""I Shot the Sheriff""",Eric Clapton,1,September 14,5,1974,spotify:track:0UOxp1BpnD8uPQMKU4wKjz,0.73,0.639,7.0,-11.025,0.0,0.0524,0.0853,0.00221,0.102,0.658,94.395,audio_features,0UOxp1BpnD8uPQMKU4wKjz,spotify:track:0UOxp1BpnD8uPQMKU4wKjz,https://api.spotify.com/v1/tracks/0UOxp1BpnD8uPQMKU4wKjz,https://api.spotify.com/v1/audio-analysis/0UOxp1BpnD8uPQMKU4wKjz,263747.0,4.0
August 24,"""Rock Me Gently""",Andy Kim,1,September 28,6,1974,spotify:track:2qh2VGAOYFXLsMbdATRf6w,0.719,0.703,0.0,-8.306,1.0,0.0545,0.231,9e-05,0.129,0.776,123.173,audio_features,2qh2VGAOYFXLsMbdATRf6w,spotify:track:2qh2VGAOYFXLsMbdATRf6w,https://api.spotify.com/v1/tracks/2qh2VGAOYFXLsMbdATRf6w,https://api.spotify.com/v1/audio-analysis/2qh2VGAOYFXLsMbdATRf6w,208333.0,4.0
August 24,"""Keep On Smilin""",Wet Willie,10,August 24,1,1974,spotify:track:6sHrxsewgTMPs2Di4x636C,0.617,0.396,7.0,-15.925,1.0,0.043,0.0933,0.000379,0.0531,0.869,102.848,audio_features,6sHrxsewgTMPs2Di4x636C,spotify:track:6sHrxsewgTMPs2Di4x636C,https://api.spotify.com/v1/tracks/6sHrxsewgTMPs2Di4x636C,https://api.spotify.com/v1/audio-analysis/6sHrxsewgTMPs2Di4x636C,237333.0,4.0
August 31,"""Cant Get Enough of Your Love, Babe""",Barry White,1,September 21,4,1974,spotify:track:3mWpUEBYnv9SIFWfixSJFx,0.729,0.78,5.0,-7.604,1.0,0.0631,0.114,0.106,0.0759,0.795,111.833,audio_features,3mWpUEBYnv9SIFWfixSJFx,spotify:track:3mWpUEBYnv9SIFWfixSJFx,https://api.spotify.com/v1/tracks/3mWpUEBYnv9SIFWfixSJFx,https://api.spotify.com/v1/audio-analysis/3mWpUEBYnv9SIFWfixSJFx,274000.0,4.0
August 31,"""You and Me Against the World""",Helen Reddy,9,September 7,3,1974,spotify:track:26WupilYCvGn1OEX2CqKjN,0.384,0.283,9.0,-15.493,1.0,0.0288,0.544,1.09e-06,0.154,0.259,78.568,audio_features,26WupilYCvGn1OEX2CqKjN,spotify:track:26WupilYCvGn1OEX2CqKjN,https://api.spotify.com/v1/tracks/26WupilYCvGn1OEX2CqKjN,https://api.spotify.com/v1/audio-analysis/26WupilYCvGn1OEX2CqKjN,191707.0,4.0
September 7,"""Nothing from Nothing""",Billy Preston,1,October 19,7,1974,spotify:track:72PoJMDfdaw9gGECgA9kTZ,0.808,0.83,9.0,-3.995,0.0,0.0283,0.613,0.0112,0.198,0.909,102.8,audio_features,72PoJMDfdaw9gGECgA9kTZ,spotify:track:72PoJMDfdaw9gGECgA9kTZ,https://api.spotify.com/v1/tracks/72PoJMDfdaw9gGECgA9kTZ,https://api.spotify.com/v1/audio-analysis/72PoJMDfdaw9gGECgA9kTZ,156200.0,4.0
September 7,"""Then Came You""",Dionne Warwick & Spinners,1,October 26,8,1974,spotify:track:3sFgcM3PVMvJ95n7mQJTU4,0.817,0.799,9.0,-6.542,0.0,0.104,0.426,0.0,0.503,0.71,116.333,audio_features,3sFgcM3PVMvJ95n7mQJTU4,spotify:track:3sFgcM3PVMvJ95n7mQJTU4,https://api.spotify.com/v1/tracks/3sFgcM3PVMvJ95n7mQJTU4,https://api.spotify.com/v1/audio-analysis/3sFgcM3PVMvJ95n7mQJTU4,240507.0,4.0
September 14,"""Clap for the Wolfman""",The Guess Who,6,October 5,4,1974,spotify:track:6YLWRvxvC4VbFTuNRHeaDU,0.462,0.693,4.0,-11.758,1.0,0.0555,0.377,2.98e-06,0.575,0.851,180.671,audio_features,6YLWRvxvC4VbFTuNRHeaDU,spotify:track:6YLWRvxvC4VbFTuNRHeaDU,https://api.spotify.com/v1/tracks/6YLWRvxvC4VbFTuNRHeaDU,https://api.spotify.com/v1/audio-analysis/6YLWRvxvC4VbFTuNRHeaDU,256173.0,4.0
September 21,"""I Honestly Love You""",Olivia Newton-John,1,October 5,5,1974,spotify:track:5q8UoqDHPe9bU4R5bbvcJF,0.355,0.112,10.0,-15.309,1.0,0.0362,0.959,0.000104,0.0674,0.153,134.893,audio_features,5q8UoqDHPe9bU4R5bbvcJF,spotify:track:5q8UoqDHPe9bU4R5bbvcJF,https://api.spotify.com/v1/tracks/5q8UoqDHPe9bU4R5bbvcJF,https://api.spotify.com/v1/audio-analysis/5q8UoqDHPe9bU4R5bbvcJF,220333.0,4.0
September 21,"""You Havent Done Nothin""",Stevie Wonder,1,November 2,7,1974,spotify:track:1inwt0v9a4ib9yS6Y4KsdM,0.749,0.641,10.0,-10.06,0.0,0.0356,0.296,0.000104,0.501,0.841,101.467,audio_features,1inwt0v9a4ib9yS6Y4KsdM,spotify:track:1inwt0v9a4ib9yS6Y4KsdM,https://api.spotify.com/v1/tracks/1inwt0v9a4ib9yS6Y4KsdM,https://api.spotify.com/v1/audio-analysis/1inwt0v9a4ib9yS6Y4KsdM,202707.0,4.0
September 21,"""Hang On in There Baby""",Johnny Bristol,8,October 5,3,1974,spotify:track:4RYNJVKgNpwSZguajVfsef,0.593,0.855,7.0,-8.421,1.0,0.0775,0.336,2.1e-05,0.126,0.648,96.183,audio_features,4RYNJVKgNpwSZguajVfsef,spotify:track:4RYNJVKgNpwSZguajVfsef,https://api.spotify.com/v1/tracks/4RYNJVKgNpwSZguajVfsef,https://api.spotify.com/v1/audio-analysis/4RYNJVKgNpwSZguajVfsef,233720.0,4.0
September 28,"""Beach Baby""",The First Class,4,October 5,3,1974,spotify:track:4fsw79o9lXmxKAucd56Cbm,0.394,0.787,7.0,-10.432,1.0,0.0671,0.0339,0.000179,0.861,0.431,135.351,audio_features,4fsw79o9lXmxKAucd56Cbm,spotify:track:4fsw79o9lXmxKAucd56Cbm,https://api.spotify.com/v1/tracks/4fsw79o9lXmxKAucd56Cbm,https://api.spotify.com/v1/audio-analysis/4fsw79o9lXmxKAucd56Cbm,314523.0,4.0
September 28,"""Another Saturday Night""",Cat Stevens,6,October 12,3,1974,spotify:track:3ekij6XVw1F5dFX9oLvNU0,0.754,0.862,5.0,-7.109,1.0,0.117,0.642,1.44e-05,0.0571,0.965,139.991,audio_features,3ekij6XVw1F5dFX9oLvNU0,spotify:track:3ekij6XVw1F5dFX9oLvNU0,https://api.spotify.com/v1/tracks/3ekij6XVw1F5dFX9oLvNU0,https://api.spotify.com/v1/audio-analysis/3ekij6XVw1F5dFX9oLvNU0,150360.0,4.0
September 28,"""Sweet Home Alabama""",Lynyrd Skynyrd,8,October 26,4,1974,spotify:track:7e89621JPkKaeDSTQ3avtg,0.596,0.605,7.0,-12.145,1.0,0.0255,0.181,0.000331,0.0863,0.886,97.798,audio_features,7e89621JPkKaeDSTQ3avtg,spotify:track:7e89621JPkKaeDSTQ3avtg,https://api.spotify.com/v1/tracks/7e89621JPkKaeDSTQ3avtg,https://api.spotify.com/v1/audio-analysis/7e89621JPkKaeDSTQ3avtg,283800.0,4.0
