id,name,link
5aEITT5REB48Tk1IuCs6R6,Top Singles: 1984 - 1986,https://open.spotify.com/playlist/5aEITT5REB48Tk1IuCs6R6
5ftvjbPBe9BlFwSF7xiBJa,Top Singles: 1985 - 1987,https://open.spotify.com/playlist/5ftvjbPBe9BlFwSF7xiBJa
4E19pgACp3UZ4DTEdQKqZ3,Top Singles: 1986 - 1988,https://open.spotify.com/playlist/4E19pgACp3UZ4DTEdQKqZ3
2mGddSvhmYXYwHJ6WPCuIz,Top Singles: 1987 - 1989,https://open.spotify.com/playlist/2mGddSvhmYXYwHJ6WPCuIz
2v7Xu1s9C2BpH60QOqGkFr,Top Singles: 1988 - 1990,https://open.spotify.com/playlist/2v7Xu1s9C2BpH60QOqGkFr
78ll8dNg4dXjErqg4TVAC7,Top Singles: 1989 - 1991,https://open.spotify.com/playlist/78ll8dNg4dXjErqg4TVAC7
0vA7sUauC32evXnTAEHqQ3,Top Singles: 1990 - 1992,https://open.spotify.com/playlist/0vA7sUauC32evXnTAEHqQ3
5ilt5dM1ZTaZhTSePFxwnA,Top Singles: 1991 - 1993,https://open.spotify.com/playlist/5ilt5dM1ZTaZhTSePFxwnA
4qevaGsuDUu9mFHJOGybZK,Top Singles: 1992 - 1994,https://open.spotify.com/playlist/4qevaGsuDUu9mFHJOGybZK
7t19S4LSIcbUMelhAhhI3c,Top Singles: 1993 - 1995,https://open.spotify.com/playlist/7t19S4LSIcbUMelhAhhI3c
3AHX6GV0BsVlvDLFSA5M0s,Top Singles: 1994 - 1996,https://open.spotify.com/playlist/3AHX6GV0BsVlvDLFSA5M0s
5BRo9OX6w3V3QRZxb4i9Vg,Top Singles: 1995 - 1997,https://open.spotify.com/playlist/5BRo9OX6w3V3QRZxb4i9Vg
1soXpPXH7FWcoWzyrUgoao,Top Singles: 1996 - 1998,https://open.spotify.com/playlist/1soXpPXH7FWcoWzyrUgoao
4mdoaQiSq7fGaGXl6TRKbc,Top Singles: 1997 - 1999,https://open.spotify.com/playlist/4mdoaQiSq7fGaGXl6TRKbc
5aLuBuEHoJoDO5L4XGohT2,Top Singles: 1998 - 2000,https://open.spotify.com/playlist/5aLuBuEHoJoDO5L4XGohT2
6JG6yI5mMbc7tT3CCezWYl,Top Singles: 1999 - 2001,https://open.spotify.com/playlist/6JG6yI5mMbc7tT3CCezWYl
1INftTr1cGJRFZjTtNevMR,Top Singles: 2000 - 2002,https://open.spotify.com/playlist/1INftTr1cGJRFZjTtNevMR
04JCThpuU2xVpgvD36tJFB,Top Singles: 2001 - 2003,https://open.spotify.com/playlist/04JCThpuU2xVpgvD36tJFB
3N3hDLhHZJCHXzuXOWsxjL,Top Singles: 2002 - 2004,https://open.spotify.com/playlist/3N3hDLhHZJCHXzuXOWsxjL
05e0lRs3cSdEUcqQ0TrCNd,Top Singles: 2003 - 2005,https://open.spotify.com/playlist/05e0lRs3cSdEUcqQ0TrCNd
386Fjjulif5VyrCNKUoFQa,Top Singles: 2004 - 2006,https://open.spotify.com/playlist/386Fjjulif5VyrCNKUoFQa
1gAyPlZXiOcaW0AcYujAjd,Top Singles: 2005 - 2007,https://open.spotify.com/playlist/1gAyPlZXiOcaW0AcYujAjd
7ilOQeii5ZiKJGcy9tbRPQ,Top Singles: 2006 - 2008,https://open.spotify.com/playlist/7ilOQeii5ZiKJGcy9tbRPQ
50tlZAILfyZMmR7iugUTYS,Top Singles: 2007 - 2009,https://open.spotify.com/playlist/50tlZAILfyZMmR7iugUTYS
2Wkchv5kR3Y9OsGa1p1IN6,Top Singles: 2008 - 2010,https://open.spotify.com/playlist/2Wkchv5kR3Y9OsGa1p1IN6
54ZfXDjzmISR4SsjbsoiCw,Top Singles: 2009 - 2011,https://open.spotify.com/playlist/54ZfXDjzmISR4SsjbsoiCw
7gIEdeOmFi34xWg3cTJYn9,Top Singles: 2010 - 2012,https://open.spotify.com/playlist/7gIEdeOmFi34xWg3cTJYn9
4zMMMoYZJ3Odm4vvqocT2V,Top Singles: 2011 - 2013,https://open.spotify.com/playlist/4zMMMoYZJ3Odm4vvqocT2V
0N6lZOT30fvyM2TfnUcat2,Top Singles: 2012 - 2014,https://open.spotify.com/playlist/0N6lZOT30fvyM2TfnUcat2
4LCY67kjF6INljycXshKHX,Top Singles: 2013 - 2015,https://open.spotify.com/playlist/4LCY67kjF6INljycXshKHX
5dE0hvs9MrazbWBiVAi7D2,Top Singles: 2014 - 2016,https://open.spotify.com/playlist/5dE0hvs9MrazbWBiVAi7D2
2XcWIPgCSzRvrvMpoLPAyT,Top Singles: 2015 - 2017,https://open.spotify.com/playlist/2XcWIPgCSzRvrvMpoLPAyT
4hAvw5QeIJuLUBlizXwwme,Top Singles: 2016 - 2018,https://open.spotify.com/playlist/4hAvw5QeIJuLUBlizXwwme
4Ww0ICNHSaB1IBd9q5kDO6,Top Singles: 2017 - 2019,https://open.spotify.com/playlist/4Ww0ICNHSaB1IBd9q5kDO6
1SfnuF968okNopzBAzpM3b,Top Singles: 2018 - 2020,https://open.spotify.com/playlist/1SfnuF968okNopzBAzpM3b
60qd2yeZhUYuG2dLrEH883,Top Singles: 2019 - 2021,https://open.spotify.com/playlist/60qd2yeZhUYuG2dLrEH883
7DWypWH44SEPRs9X3FCzh3,Top Singles: 2020 - 2022,https://open.spotify.com/playlist/7DWypWH44SEPRs9X3FCzh3
0ZUGpupiClJyGWz25NcDwc,Top Singles: 1958 - 1961,https://open.spotify.com/playlist/0ZUGpupiClJyGWz25NcDwc
6v0OZyiSKliNi8z1XtyPN2,Top Singles: 1959 - 1962,https://open.spotify.com/playlist/6v0OZyiSKliNi8z1XtyPN2
6AJnHhYl8c8COaSDAfcULW,Top Singles: 1960 - 1963,https://open.spotify.com/playlist/6AJnHhYl8c8COaSDAfcULW
2OR7HY2TA0FZp3k45Y2VUq,Top Singles: 1961 - 1964,https://open.spotify.com/playlist/2OR7HY2TA0FZp3k45Y2VUq
4kYj74enQB0fzWPCSGBVxI,Top Singles: 1962 - 1965,https://open.spotify.com/playlist/4kYj74enQB0fzWPCSGBVxI
